unique_identifier,amount,date
DANAMON-00650,-195.187495,2024-01-07
DANAMON-00651,986.782186,2024-06-29
DANAMON-00652,-513.832975,2023-10-09
DANAMON-00653,-720.399125,2023-10-04
DANAMON-00654,759.180103,2024-01-04
DANAMON-00655,-658.908420,2023-10-26
DANAMON-00656,-40.485699,2024-01-23
DANAMON-00657,-457.785704,2024-07-18
DANAMON-00658,531.522063,2024-08-28
DANAMON-00659,501.157945,2024-07-12
DANAMON-00660,496.078103,2024-05-09
DANAMON-00661,28.552902,2024-02-29
DANAMON-00662,131.009343,2023-11-01
DANAMON-00663,815.699831,2024-03-20
DANAMON-00664,-460.580856,2023-09-16
DANAMON-00665,-272.788626,2024-04-29
DANAMON-00666,374.214217,2023-10-30
DANAMON-00667,-638.579496,2023-11-24
DANAMON-00668,-128.200438,2024-08-12
DANAMON-00669,-723.223411,2024-02-05
DANAMON-00670,-233.790859,2024-01-05
DANAMON-00671,-395.068136,2024-02-18
DANAMON-00672,-977.346593,2024-02-01
DANAMON-00673,329.507027,2024-03-06
DANAMON-00674,1.183238,2023-10-20
DANAMON-00675,648.525573,2024-04-10
DANAMON-00676,-266.199205,2024-02-10
DANAMON-00677,448.685129,2024-01-31
DANAMON-00678,537.995264,2023-10-26
DANAMON-00679,-831.910211,2024-06-13
DANAMON-00680,-489.273115,2023-11-17
DANAMON-00681,678.223378,2024-06-19
DANAMON-00682,-122.965290,2024-07-10
DANAMON-00683,-808.374462,2024-02-24
DANAMON-00684,-127.093616,2023-09-08
DANAMON-00685,-45.036427,2024-06-07
DANAMON-00686,344.165367,2024-07-23
DANAMON-00687,29.257215,2024-01-09
DANAMON-00688,340.360560,2024-01-13
DANAMON-00689,-504.392094,2024-02-25
DANAMON-00690,582.499568,2023-12-15
DANAMON-00691,-298.991138,2024-03-10
DANAMON-00692,-244.252660,2024-01-20
DANAMON-00693,275.463233,2023-09-01
DANAMON-00694,-59.024879,2024-03-19
DANAMON-00695,-731.910841,2023-12-23
DANAMON-00696,814.432390,2024-08-14
DANAMON-00697,-215.211906,2024-05-21
DANAMON-00698,600.429847,2024-06-01
DANAMON-00699,-692.239665,2024-05-20
DANAMON-00700,311.763371,2024-01-17
DANAMON-00701,-612.174287,2024-02-03
DANAMON-00702,-778.480105,2024-07-01
DANAMON-00703,193.006072,2023-10-16
DANAMON-00704,770.864522,2024-06-19
DANAMON-00705,831.746857,2024-05-14
DANAMON-00706,-660.710453,2023-12-18
DANAMON-00707,798.968099,2024-04-13
DANAMON-00708,96.681508,2023-12-10
DANAMON-00709,-225.403994,2023-12-17
DANAMON-00710,25.574060,2024-04-11
DANAMON-00711,-491.103142,2023-09-01
DANAMON-00712,-477.439540,2024-05-03
DANAMON-00713,66.604010,2024-02-21
DANAMON-00714,-945.002921,2024-01-08
DANAMON-00715,74.034683,2024-06-27
DANAMON-00716,82.058388,2024-01-16
DANAMON-00717,936.104046,2023-09-24
DANAMON-00718,-650.013284,2023-10-14
DANAMON-00719,-735.290614,2024-02-11
DANAMON-00720,928.922240,2024-07-01
DANAMON-00721,292.356664,2024-03-13
DANAMON-00722,561.903383,2023-09-29
DANAMON-00723,-91.630104,2023-09-16
DANAMON-00724,-786.938951,2024-04-09
DANAMON-00725,700.454023,2024-08-15
DANAMON-00726,297.637054,2023-09-12
DANAMON-00727,885.939844,2024-02-27
DANAMON-00728,-668.935219,2023-09-07
DANAMON-00729,-260.886333,2023-12-02
DANAMON-00730,-581.573793,2023-12-27
DANAMON-00731,-61.612926,2024-07-20
DANAMON-00732,-13.681051,2023-12-09
DANAMON-00733,428.017739,2024-05-23
DANAMON-00734,-724.094947,2024-01-10
DANAMON-00735,868.750131,2024-07-02
DANAMON-00736,-23.491670,2023-11-27
DANAMON-00737,-165.795191,2023-09-19
DANAMON-00738,-264.028720,2024-01-26
DANAMON-00739,860.367339,2024-01-22
DANAMON-00740,-112.756855,2024-07-23
DANAMON-00741,-533.867840,2024-01-28
DANAMON-00742,821.313140,2024-06-23
DANAMON-00743,-799.844058,2024-07-16
DANAMON-00744,-735.188045,2024-02-17
DANAMON-00745,880.483450,2024-04-23
DANAMON-00746,885.057583,2024-07-19
DANAMON-00747,-758.078794,2023-09-11
DANAMON-00748,427.340786,2024-03-30
DANAMON-00749,230.599622,2023-11-09
DANAMON-00750,745.697225,2023-11-22
DANAMON-00751,-684.455989,2024-06-10
DANAMON-00752,-169.533840,2023-09-16
DANAMON-00753,849.069518,2024-05-04
DANAMON-00754,-835.079465,2024-06-27
DANAMON-00755,354.267309,2024-05-16
DANAMON-00756,87.017831,2024-05-12
DANAMON-00757,-249.737520,2023-12-16
DANAMON-00758,994.017240,2024-04-12
DANAMON-00759,-44.456926,2023-10-31
DANAMON-00760,543.715311,2023-10-24
DANAMON-00761,264.726742,2024-06-11
DANAMON-00762,170.743328,2023-12-26
DANAMON-00763,-372.230849,2024-03-16
DANAMON-00764,771.055596,2024-06-15
DANAMON-00765,73.375249,2024-08-23
DANAMON-00766,106.508956,2023-11-09
DANAMON-00767,-913.393208,2024-03-26
DANAMON-00768,-946.891219,2024-08-09
DANAMON-00769,-680.604245,2024-04-04
DANAMON-00770,193.756406,2023-11-09
DANAMON-00771,325.793837,2023-10-25
DANAMON-00772,-478.660744,2024-07-26
DANAMON-00773,760.137112,2023-10-25
DANAMON-00774,322.449196,2024-08-21
DANAMON-00775,-194.752520,2024-08-20
DANAMON-00776,181.293923,2024-04-29
DANAMON-00777,-948.188774,2024-06-03
DANAMON-00778,-694.220007,2024-02-22
DANAMON-00779,-39.256580,2023-10-31
DANAMON-00780,572.549900,2024-05-08
DANAMON-00781,789.610425,2024-06-23
DANAMON-00782,704.531840,2024-08-10
DANAMON-00783,543.901497,2024-04-08
DANAMON-00784,-641.977994,2023-09-21
DANAMON-00785,134.911625,2024-05-02
DANAMON-00786,-885.733315,2024-07-30
DANAMON-00787,950.910768,2023-11-15
DANAMON-00788,658.196856,2024-07-20
DANAMON-00789,35.342601,2023-09-06
DANAMON-00790,-674.721850,2023-12-11
DANAMON-00791,822.253833,2024-05-30
DANAMON-00792,-416.768845,2024-08-22
DANAMON-00793,-858.158059,2024-04-26
DANAMON-00794,-166.663563,2024-04-20
DANAMON-00795,403.206512,2024-06-07
DANAMON-00796,-434.042647,2024-08-03
DANAMON-00797,-785.591562,2024-02-16
DANAMON-00798,-162.007662,2023-11-13
DANAMON-00799,448.138693,2023-10-15
DANAMON-00800,-518.095410,2023-10-17
DANAMON-00801,820.614253,2024-08-13
DANAMON-00802,-487.316209,2024-04-26
DANAMON-00803,114.196981,2024-06-03
DANAMON-00804,732.342965,2024-04-28
DANAMON-00805,-179.499485,2024-01-13
DANAMON-00806,-411.420035,2024-02-22
DANAMON-00807,652.394439,2023-12-14
DANAMON-00808,-371.468258,2024-02-16
DANAMON-00809,-833.575091,2024-06-13
DANAMON-00810,-591.758366,2024-03-15
DANAMON-00811,22.803469,2023-10-09
DANAMON-00812,-502.612417,2024-06-15
DANAMON-00813,621.458824,2023-12-17
DANAMON-00814,-770.334266,2023-09-25
DANAMON-00815,520.000864,2024-07-20
DANAMON-00816,22.841611,2024-01-21
DANAMON-00817,139.012352,2023-11-12
DANAMON-00818,643.306951,2024-05-09
DANAMON-00819,172.689480,2023-10-25
DANAMON-00820,872.239377,2023-12-02
DANAMON-00821,-878.179589,2024-06-29
DANAMON-00822,-261.032102,2024-01-09
DANAMON-00823,-610.179872,2023-11-19
DANAMON-00824,-298.085806,2023-10-28
DANAMON-00825,-867.496314,2023-10-14
DANAMON-00826,-6.674094,2023-09-16
DANAMON-00827,-166.452731,2023-09-19
DANAMON-00828,602.412338,2024-08-02
DANAMON-00829,-474.891213,2023-12-17
DANAMON-00830,-901.893002,2024-03-19
DANAMON-00831,863.779307,2024-04-05
DANAMON-00832,703.712483,2024-04-21
DANAMON-00833,-23.726769,2024-02-28
DANAMON-00834,598.135232,2024-03-29
DANAMON-00835,75.712201,2023-10-27
DANAMON-00836,477.800294,2024-05-30
DANAMON-00837,16.343868,2024-03-31
DANAMON-00838,-779.695994,2024-02-13
DANAMON-00839,845.415831,2024-04-09
DANAMON-00840,-689.866919,2024-04-18
DANAMON-00841,86.051961,2023-10-28
DANAMON-00842,-334.224000,2024-04-01
DANAMON-00843,-235.446841,2024-02-04
DANAMON-00844,954.247157,2024-06-17
DANAMON-00845,-461.139411,2024-05-29
DANAMON-00846,627.104862,2023-12-01
DANAMON-00847,-548.651775,2024-05-16
DANAMON-00848,-643.804924,2023-10-04
DANAMON-00849,-413.918246,2024-05-15
DANAMON-00850,-589.955269,2023-11-28
DANAMON-00851,793.108886,2024-02-23
DANAMON-00852,-523.200297,2024-01-11
DANAMON-00853,825.323303,2024-05-31
DANAMON-00854,648.428484,2023-10-10
DANAMON-00855,-697.084591,2024-02-19
DANAMON-00856,184.644648,2023-12-15
DANAMON-00857,486.136992,2024-02-12
DANAMON-00858,89.977543,2024-02-13
DANAMON-00859,410.295646,2023-09-21
DANAMON-00860,73.804962,2024-07-27
DANAMON-00861,374.912354,2024-05-12
DANAMON-00862,-459.568503,2023-12-15
DANAMON-00863,957.899647,2023-09-30
DANAMON-00864,-538.138529,2023-09-02
DANAMON-00865,308.793593,2024-03-01
DANAMON-00866,711.531086,2024-03-29
DANAMON-00867,-98.377558,2024-03-10
DANAMON-00868,-683.027429,2023-10-03
DANAMON-00869,663.006855,2023-09-07
DANAMON-00870,657.631110,2024-01-15
DANAMON-00871,304.483136,2024-06-03
DANAMON-00872,671.404516,2023-12-19
DANAMON-00873,-825.896470,2024-07-26
DANAMON-00874,564.531904,2024-06-14
DANAMON-00875,-396.022174,2023-09-08
DANAMON-00876,-75.889423,2024-02-27
DANAMON-00877,591.806151,2024-03-19
DANAMON-00878,106.177230,2023-11-01
DANAMON-00879,-94.207815,2024-01-16
DANAMON-00880,564.282064,2024-05-04
DANAMON-00881,443.125365,2024-03-26
DANAMON-00882,971.742843,2024-04-06
DANAMON-00883,-454.930032,2024-07-10
DANAMON-00884,609.254345,2024-07-16
DANAMON-00885,-868.739954,2024-08-13
DANAMON-00886,-361.413670,2023-09-19
DANAMON-00887,770.146848,2024-03-10
DANAMON-00888,352.974666,2023-12-03
DANAMON-00889,952.307831,2023-10-28
DANAMON-00890,-488.482856,2023-11-20
DANAMON-00891,-59.363178,2023-12-17
DANAMON-00892,57.825396,2024-02-21
DANAMON-00893,7.097082,2024-06-08
DANAMON-00894,-127.559432,2024-03-10
DANAMON-00895,999.720989,2024-02-09
DANAMON-00896,-76.551916,2024-07-06
DANAMON-00897,-427.926030,2023-11-02
DANAMON-00898,-989.586858,2024-05-22
DANAMON-00899,-853.285294,2024-04-05
DANAMON-00900,-604.219227,2024-04-30
DANAMON-00901,-686.655203,2024-08-24
DANAMON-00902,196.050671,2023-09-08
DANAMON-00903,628.960117,2023-09-28
DANAMON-00904,710.713028,2024-04-03
DANAMON-00905,511.806401,2023-10-25
DANAMON-00906,626.971696,2023-09-16
DANAMON-00907,432.762382,2024-07-09
DANAMON-00908,-653.645553,2023-10-24
DANAMON-00909,-837.136258,2023-10-04
DANAMON-00910,889.182955,2023-12-03
DANAMON-00911,719.900387,2024-05-08
DANAMON-00912,-687.631162,2024-03-04
DANAMON-00913,460.510463,2024-01-11
DANAMON-00914,-110.689391,2024-04-09
DANAMON-00915,925.884262,2024-04-05
DANAMON-00916,424.275509,2023-11-09
DANAMON-00917,-798.066188,2024-04-28
DANAMON-00918,-798.726271,2023-09-25
DANAMON-00919,80.881863,2024-05-15
DANAMON-00920,-610.280399,2024-05-17
DANAMON-00921,-689.463090,2024-02-06
DANAMON-00922,-444.123012,2023-11-24
DANAMON-00923,-189.142420,2024-03-25
DANAMON-00924,-567.854758,2024-02-28
DANAMON-00925,325.759663,2024-04-02
DANAMON-00926,-183.728425,2023-09-09
DANAMON-00927,-980.355775,2023-12-03
DANAMON-00928,956.306253,2023-09-24
DANAMON-00929,-476.648103,2024-06-04
DANAMON-00930,-312.066650,2024-04-27
DANAMON-00931,-388.428743,2023-09-22
DANAMON-00932,-981.879761,2024-04-13
DANAMON-00933,880.358097,2023-11-06
DANAMON-00934,21.708213,2024-06-08
DANAMON-00935,-694.736136,2024-06-19
DANAMON-00936,68.945602,2023-10-03
DANAMON-00937,-765.050671,2023-10-13
DANAMON-00938,-886.328540,2024-07-25
DANAMON-00939,683.235094,2024-02-13
DANAMON-00940,936.844709,2024-01-14
DANAMON-00941,681.672008,2024-02-02
DANAMON-00942,649.466552,2024-03-10
DANAMON-00943,484.326684,2023-10-25
DANAMON-00944,-935.374569,2023-10-25
DANAMON-00945,-808.869581,2024-06-28
DANAMON-00946,306.105016,2024-05-28
DANAMON-00947,869.319061,2023-12-19
DANAMON-00948,-593.042654,2023-09-20
DANAMON-00949,395.733888,2023-10-25
DANAMON-00950,-216.775860,2023-12-27
DANAMON-00951,-518.481791,2024-01-26
DANAMON-00952,541.046230,2024-04-28
DANAMON-00953,-511.761349,2024-07-09
DANAMON-00954,-60.784384,2024-03-21
DANAMON-00955,408.450963,2024-07-28
DANAMON-00956,332.469000,2024-04-28
DANAMON-00957,496.463687,2024-07-24
DANAMON-00958,-180.595535,2024-08-06
DANAMON-00959,900.194321,2023-09-30
DANAMON-00960,-369.216884,2024-03-14
DANAMON-00961,-931.465781,2023-11-28
DANAMON-00962,-351.141864,2024-08-19
DANAMON-00963,-861.159147,2024-06-14
DANAMON-00964,530.541471,2024-05-10
DANAMON-00965,-170.336110,2024-03-16
DANAMON-00966,-384.598111,2024-04-22
DANAMON-00967,855.590812,2024-03-23
DANAMON-00968,808.537140,2023-10-12
DANAMON-00969,928.110635,2024-04-05
DANAMON-00970,9.215943,2024-01-28
DANAMON-00971,-169.763848,2024-07-13
DANAMON-00972,-988.749909,2024-05-05
DANAMON-00973,-938.815854,2024-05-03
DANAMON-00974,69.819005,2024-02-05
DANAMON-00975,388.942086,2024-04-02
DANAMON-00976,653.853674,2024-07-26
DANAMON-00977,838.008116,2023-10-13
DANAMON-00978,-530.787487,2024-05-13
DANAMON-00979,226.107806,2024-04-20
DANAMON-00980,637.988724,2023-10-18
DANAMON-00981,143.097243,2024-04-24
DANAMON-00982,823.757540,2023-09-07
DANAMON-00983,-514.580819,2024-02-09
DANAMON-00984,-441.514904,2023-11-22
DANAMON-00985,139.108188,2024-06-26
DANAMON-00986,-832.987105,2024-01-31
DANAMON-00987,-240.662231,2024-08-20
DANAMON-00988,330.211762,2023-12-28
DANAMON-00989,792.462573,2024-07-09
DANAMON-00990,-319.893673,2024-01-20
DANAMON-00991,-405.540347,2023-09-29
DANAMON-00992,906.699788,2024-07-25
DANAMON-00993,869.632865,2024-01-25
DANAMON-00994,83.089024,2024-04-28
DANAMON-00995,267.239347,2024-04-24
DANAMON-00996,880.538019,2024-01-06
DANAMON-00997,934.689487,2024-01-10
DANAMON-00998,663.480155,2024-03-20
DANAMON-00999,-230.164673,2023-12-20
