unique_identifier,amount,date
BRI-00715,505.954496,2024-04-25
BRI-00716,24.656902,2024-04-20
BRI-00717,447.956976,2023-10-26
BRI-00718,195.940397,2023-11-26
BRI-00719,-214.137533,2023-09-10
BRI-00720,496.405427,2024-03-15
BRI-00721,341.562463,2024-03-27
BRI-00722,-232.066687,2024-03-24
BRI-00723,339.387412,2023-11-15
BRI-00724,556.893923,2023-12-21
BRI-00725,-167.860786,2024-03-26
BRI-00726,525.262731,2024-07-15
BRI-00727,315.098625,2024-01-31
BRI-00728,312.388109,2024-01-08
BRI-00729,30.439093,2024-03-17
BRI-00730,159.572588,2024-03-14
BRI-00731,-322.995066,2024-02-02
BRI-00732,645.825921,2024-05-02
BRI-00733,186.623815,2023-11-08
BRI-00734,-94.296524,2024-01-09
BRI-00735,303.047450,2024-01-11
BRI-00736,694.146789,2024-01-02
BRI-00737,-16.459170,2024-07-06
BRI-00738,-583.962444,2024-03-16
BRI-00739,-125.029117,2024-01-21
BRI-00740,-420.219175,2023-12-19
BRI-00741,-299.496698,2023-12-16
BRI-00742,912.842869,2023-12-30
BRI-00743,685.914415,2024-07-29
BRI-00744,755.473042,2023-10-18
BRI-00745,-810.382368,2024-05-10
BRI-00746,-140.222187,2024-06-21
BRI-00747,-477.480975,2023-10-03
BRI-00748,569.528030,2024-02-20
BRI-00749,989.350689,2024-08-23
BRI-00750,-294.976244,2023-10-17
BRI-00751,377.082155,2024-08-13
BRI-00752,-434.623924,2024-01-14
BRI-00753,541.044162,2024-02-20
BRI-00754,544.521799,2024-01-18
BRI-00755,-442.167479,2023-10-09
BRI-00756,539.869786,2024-05-12
BRI-00757,-175.409107,2024-05-12
BRI-00758,456.349474,2023-12-09
BRI-00759,-232.294673,2024-08-18
BRI-00760,584.513808,2024-05-17
BRI-00761,361.585821,2023-11-18
BRI-00762,827.970344,2023-10-29
BRI-00763,-603.129775,2024-03-26
BRI-00764,935.952324,2024-04-03
BRI-00765,607.402914,2024-02-28
BRI-00766,-349.227114,2023-12-28
BRI-00767,165.192350,2024-03-31
BRI-00768,489.671535,2024-01-27
BRI-00769,236.667276,2023-09-30
BRI-00770,0.158997,2023-12-13
BRI-00771,995.183682,2023-10-20
BRI-00772,69.226116,2024-07-27
BRI-00773,-397.080908,2024-08-26
BRI-00774,704.432561,2024-08-30
BRI-00775,-593.421760,2023-12-19
BRI-00776,651.854077,2024-07-10
BRI-00777,203.942508,2023-10-22
BRI-00778,-569.813989,2024-08-23
BRI-00779,-755.292123,2024-06-26
BRI-00780,968.493316,2024-06-09
BRI-00781,-431.675462,2023-11-21
BRI-00782,472.291526,2024-03-12
BRI-00783,205.975763,2024-04-03
BRI-00784,190.990255,2024-07-31
BRI-00785,491.577684,2024-06-02
BRI-00786,-643.176839,2023-09-20
BRI-00787,-724.700251,2024-06-18
BRI-00788,193.325357,2024-03-30
BRI-00789,-965.755607,2024-05-25
BRI-00790,-935.488860,2024-05-01
BRI-00791,580.021844,2024-04-08
BRI-00792,-685.570598,2024-08-25
BRI-00793,898.298869,2024-05-12
BRI-00794,276.186063,2024-04-07
BRI-00795,169.685818,2024-01-16
BRI-00796,-473.388817,2024-02-16
BRI-00797,56.768914,2024-02-27
BRI-00798,-690.442428,2024-06-11
BRI-00799,663.446866,2024-02-12
BRI-00800,992.313912,2024-06-30
BRI-00801,292.373077,2023-10-15
BRI-00802,-589.568564,2024-05-23
BRI-00803,615.903050,2024-01-27
BRI-00804,-311.458529,2024-01-14
BRI-00805,781.264206,2024-04-09
BRI-00806,-790.903303,2023-11-01
BRI-00807,20.528438,2023-12-10
BRI-00808,-630.731560,2024-02-01
BRI-00809,783.145934,2024-01-31
BRI-00810,-721.249942,2024-08-18
BRI-00811,933.316160,2024-08-16
BRI-00812,-931.201445,2024-07-19
BRI-00813,-743.611206,2024-07-23
BRI-00814,-847.556037,2024-04-11
BRI-00815,-630.919804,2023-09-28
BRI-00816,909.234867,2023-11-29
BRI-00817,-835.568178,2024-04-27
BRI-00818,151.208373,2024-05-13
BRI-00819,626.486809,2024-08-14
BRI-00820,-65.688381,2024-07-11
BRI-00821,728.352184,2024-05-26
BRI-00822,-311.647636,2023-11-06
BRI-00823,239.781826,2024-07-12
BRI-00824,425.824240,2023-09-14
BRI-00825,-169.649115,2024-08-01
BRI-00826,26.232019,2023-12-08
BRI-00827,-752.625132,2024-07-23
BRI-00828,-428.198773,2024-08-04
BRI-00829,-939.040471,2023-10-11
BRI-00830,-267.781508,2024-02-01
BRI-00831,126.540218,2023-11-08
BRI-00832,742.127134,2024-01-18
BRI-00833,616.948840,2023-10-21
BRI-00834,-980.023150,2024-07-22
BRI-00835,871.878625,2024-04-10
BRI-00836,903.638642,2023-09-12
BRI-00837,660.814614,2023-09-06
BRI-00838,-30.143710,2024-06-08
BRI-00839,982.517227,2024-01-27
BRI-00840,-30.402779,2023-12-12
BRI-00841,-710.653007,2024-08-27
BRI-00842,998.435885,2024-06-14
BRI-00843,996.665321,2024-01-27
BRI-00844,-135.708203,2024-01-27
BRI-00845,-511.884474,2023-09-04
BRI-00846,502.402101,2023-12-29
BRI-00847,806.646182,2024-07-11
BRI-00848,-198.496839,2024-01-01
BRI-00849,737.201293,2024-08-25
BRI-00850,740.194367,2024-04-03
BRI-00851,-664.523903,2024-04-21
BRI-00852,-218.436581,2024-08-08
BRI-00853,756.102625,2023-09-18
BRI-00854,251.744941,2024-01-24
BRI-00855,453.708930,2024-02-05
BRI-00856,-940.484901,2024-08-13
BRI-00857,422.717156,2023-10-22
BRI-00858,41.025033,2024-07-24
BRI-00859,-76.501762,2023-10-25
BRI-00860,320.785786,2023-09-23
BRI-00861,12.081110,2023-12-29
BRI-00862,809.692870,2024-02-27
BRI-00863,388.308496,2023-11-06
BRI-00864,-212.047537,2024-08-30
BRI-00865,19.882787,2024-02-29
BRI-00866,-197.272748,2024-06-08
BRI-00867,193.684627,2024-08-08
BRI-00868,-45.584056,2023-12-17
BRI-00869,962.233736,2024-02-03
BRI-00870,-9.981733,2024-07-17
BRI-00871,435.223265,2024-04-05
BRI-00872,-250.103637,2024-02-09
BRI-00873,-983.195308,2024-01-31
BRI-00874,340.394931,2024-02-25
BRI-00875,-436.417510,2024-07-08
BRI-00876,150.850286,2024-08-22
BRI-00877,167.947344,2024-01-21
BRI-00878,637.634780,2024-03-30
BRI-00879,-567.092887,2024-08-02
BRI-00880,928.452491,2024-02-06
BRI-00881,-595.015594,2024-03-27
BRI-00882,-367.972119,2024-02-27
BRI-00883,-335.038472,2024-02-09
BRI-00884,-946.783518,2023-09-03
BRI-00885,995.146448,2023-09-11
BRI-00886,-208.032705,2024-04-30
BRI-00887,-532.808581,2024-01-14
BRI-00888,991.717066,2024-03-30
BRI-00889,-780.404691,2024-01-01
BRI-00890,-209.695975,2024-02-01
BRI-00891,603.493530,2023-10-17
BRI-00892,584.132149,2024-05-20
BRI-00893,142.231578,2024-02-11
BRI-00894,-978.789752,2023-11-26
BRI-00895,-378.939012,2024-03-25
BRI-00896,296.203542,2024-08-11
BRI-00897,-391.652771,2024-03-07
BRI-00898,-840.904693,2024-05-11
BRI-00899,659.691281,2024-04-14
BRI-00900,-272.216298,2024-05-26
BRI-00901,829.737963,2024-02-24
BRI-00902,307.112228,2024-05-18
BRI-00903,791.828952,2023-11-21
BRI-00904,-214.239704,2024-04-24
BRI-00905,-472.744516,2024-08-09
BRI-00906,639.682497,2023-12-28
BRI-00907,-357.485724,2024-01-21
BRI-00908,470.868044,2023-11-23
BRI-00909,219.293572,2023-11-30
BRI-00910,864.088470,2023-09-02
BRI-00911,576.846567,2024-05-03
BRI-00912,473.554089,2024-04-17
BRI-00913,849.106266,2024-05-14
BRI-00914,55.398610,2024-02-03
BRI-00915,-642.529890,2024-02-08
BRI-00916,768.715039,2024-08-13
BRI-00917,-140.196173,2024-06-04
BRI-00918,64.593386,2024-06-28
BRI-00919,-449.996485,2023-10-16
BRI-00920,-497.060577,2024-04-28
BRI-00921,947.419929,2024-07-01
BRI-00922,-641.495258,2023-12-11
BRI-00923,473.894114,2023-12-30
BRI-00924,-907.672598,2024-01-21
BRI-00925,-577.313298,2023-11-06
BRI-00926,-55.064627,2024-05-21
BRI-00927,-826.371028,2024-03-18
BRI-00928,343.791910,2023-10-06
BRI-00929,590.200721,2023-11-15
BRI-00930,-503.054780,2024-05-17
BRI-00931,-98.339829,2023-12-12
BRI-00932,-291.975171,2023-11-01
BRI-00933,251.998565,2023-11-24
BRI-00934,374.949181,2024-01-01
BRI-00935,-542.700543,2024-08-26
BRI-00936,-744.376686,2023-12-01
BRI-00937,36.703299,2024-08-29
BRI-00938,756.550532,2024-07-07
BRI-00939,-435.654759,2023-12-20
BRI-00940,0.564052,2024-05-13
BRI-00941,-138.267276,2024-03-10
BRI-00942,-419.410078,2024-05-05
BRI-00943,-291.320355,2024-06-21
BRI-00944,-743.809399,2023-10-13
BRI-00945,784.694189,2024-03-08
BRI-00946,-575.530191,2023-12-10
BRI-00947,-529.963825,2024-07-09
BRI-00948,40.826652,2023-09-27
BRI-00949,-245.086850,2024-05-11
BRI-00950,-551.132058,2023-11-07
BRI-00951,772.219888,2024-04-08
BRI-00952,397.586932,2024-06-07
BRI-00953,623.299501,2024-05-28
BRI-00954,552.324220,2024-01-15
BRI-00955,-946.136163,2024-01-08
BRI-00956,-920.767365,2024-08-01
BRI-00957,896.005604,2024-02-16
BRI-00958,-730.971781,2024-07-30
BRI-00959,-2.160674,2024-03-23
BRI-00960,-158.316436,2024-05-03
BRI-00961,587.703918,2023-09-18
BRI-00962,489.409041,2024-08-18
BRI-00963,911.092125,2024-08-18
BRI-00964,-356.395446,2024-07-06
BRI-00965,383.973873,2023-11-24
BRI-00966,-212.714910,2024-04-13
BRI-00967,-452.125036,2024-08-12
BRI-00968,419.913773,2024-08-12
BRI-00969,-644.506547,2024-01-25
BRI-00970,-881.326480,2024-01-07
BRI-00971,-317.595461,2024-04-30
BRI-00972,-385.490800,2024-06-30
BRI-00973,-593.312189,2024-03-19
BRI-00974,304.465594,2023-10-03
BRI-00975,-109.025388,2024-05-08
BRI-00976,936.309881,2024-04-20
BRI-00977,594.316144,2024-03-03
BRI-00978,-370.396238,2023-09-05
BRI-00979,943.242285,2024-02-28
BRI-00980,846.082900,2024-06-18
BRI-00981,-324.837675,2024-06-23
BRI-00982,-585.488048,2024-05-17
BRI-00983,-538.772043,2024-03-15
BRI-00984,-224.805991,2023-10-14
BRI-00985,13.839886,2023-11-01
BRI-00986,24.121060,2024-08-02
BRI-00987,47.932832,2024-04-22
BRI-00988,-608.162399,2024-05-10
BRI-00989,-249.074519,2024-04-09
BRI-00990,-113.234896,2023-12-01
BRI-00991,545.129046,2024-04-21
BRI-00992,215.707548,2024-07-12
BRI-00993,-404.058895,2024-07-31
BRI-00994,-293.405142,2023-12-23
BRI-00995,820.728520,2024-06-01
BRI-00996,-540.509630,2023-09-06
BRI-00997,-483.949566,2023-12-27
BRI-00998,-544.776745,2023-12-10
BRI-00999,-86.182818,2024-06-29
